id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3781,HARBORSIDE-Walk to subway,4804,Frank,,East Boston,42.36413,-71.02991,Entire home/apt,125,32,21,2021-07-25,0.27,1,17,4,
5506,** Private! Minutes to center!**,8229,Terry,,Roxbury,42.32844,-71.09581,Entire home/apt,99,3,110,2021-10-25,0.71,10,75,3,Approved by the government
6695,Home Away from Home! Condo,8229,Terry,,Roxbury,42.32802,-71.09387,Entire home/apt,250,3,116,2021-10-12,0.77,10,127,1,STR446650
8789,Curved Glass Studio/1bd facing Park,26988,Anne,,Beacon Hill,42.35867,-71.06307,Entire home/apt,80,91,25,2020-04-15,0.28,6,244,0,
10730,Bright 1bed facing Golden Dome,26988,Anne,,Downtown,42.35906,-71.06271,Entire home/apt,95,91,32,2020-04-16,0.21,6,314,0,
10813,"Back Bay Apt-blocks to subway, Newbury St, The Pru",38997,Michelle,,Back Bay,42.35061,-71.08787,Entire home/apt,116,29,5,2020-12-02,0.07,11,365,0,
10986,North End (Waterfront area)  CLOSE TO MGH & SUBWAY,38997,Michelle,,North End,42.36377,-71.05206,Entire home/apt,106,33,2,2016-05-23,0.03,11,365,0,
13247,Back Bay studio apartment,51637,Susan,,Back Bay,42.35164,-71.08752,Entire home/apt,75,91,0,,,2,0,0,
16384,Small Room in Cambridge Kendall MIT,23078,Eric,,Beacon Hill,42.35956,-71.0698,Private room,50,91,0,,,1,365,0,
18711,The Dorset Redline | 3BR 1BA | Short walk to Redline for Mass General and UMass!,71783,Lance,,Dorchester,42.32212,-71.06096,Entire home/apt,111,30,52,2019-10-05,0.37,27,200,0,
22354,COPLEY SQ...19TH C.TWNHSE SUNNY RM,85770,Robert,,South End,42.34487,-71.07441,Private room,148,29,315,2019-12-13,2.49,4,89,0,STR-410426
29765,"Luxury suite, Moroccan furnishings",128280,Elizabeth,,Charlestown,42.37754,-71.06642,Entire home/apt,226,2,98,2021-10-24,0.70,1,1,5,STR-454024
40601,Private room & bath - Jamaica Plain,174986,Robert,,Jamaica Plain,42.31347,-71.11082,Private room,100,14,85,2021-11-30,0.62,1,183,8,STR-461832
45987,Gorgeous Garden Studio Charlestown,205107,Atef,,Charlestown,42.37424,-71.06081,Entire home/apt,125,29,131,2021-09-06,0.95,1,86,1,STR-409822
47521,Private Room with shared bath/Victorian House/ B,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,70,1,331,2019-04-17,2.41,7,107,0,STR-457920
60029,Room in geographical heart of Hub,255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,80,29,142,2021-08-28,1.06,4,99,1,STR-415714
67774,Corner 1 bed facing Golden Dome,26988,Anne,,Downtown,42.35689,-71.06206,Entire home/apt,85,91,47,2021-12-01,0.42,6,273,3,
77681,Waterfall Room: Bunker Hill B&B,416912,Christiane,,Charlestown,42.37865,-71.06373,Private room,140,2,57,2021-10-03,0.46,1,360,3,STR-415924
77691,Beautiful Victorian House,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,400,1,282,2019-11-02,2.15,7,107,0,STR-457920
163941,2 bed Duplex ApT! Location!,8229,Terry,,Roxbury,42.32806,-71.09423,Entire home/apt,241,3,236,2021-11-26,1.88,10,127,8,STR446659
179244,Beautiful room with private bath/#2,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,55,1,93,2019-05-26,0.74,7,357,0,STR-457920
179245,Private Room & private bath in Townhouse /#1,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,50,1,47,2019-05-26,0.38,7,250,0,Exempt: This listing is a hotel or motel
182613,Great 2BR in Boston near everything w free parking,875739,Max,,Charlestown,42.37739,-71.06199,Entire home/apt,169,91,108,2021-05-05,0.86,1,0,1,
184893,Beautiful 1 bedroom apt cld sleep 4,887148,Dawn,,Charlestown,42.37823,-71.06778,Private room,245,29,0,,,3,134,0,
190170,In-Law Suite w/Room to Spare :-),841314,Fanny & Candice,,Dorchester,42.30953,-71.0706,Entire home/apt,59,7,75,2021-11-24,0.60,1,258,4,STR-384505
197727,"Great Boston neighborhood , Jamaica Plain",964356,Jill,,Jamaica Plain,42.31331,-71.12061,Private room,60,30,50,2021-08-14,0.40,1,68,5,C0245420351
197972,Serene Studio in a Perfect Location,965697,Chris & Kristina,,Jamaica Plain,42.31533,-71.11025,Entire home/apt,138,3,420,2021-12-08,3.39,2,146,27,STR-409453
205894,Beautiful Victorian House/Room C,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,70,3,204,2019-09-30,1.63,7,199,0,STR-457920
210097,Treetop Haven in the City,1035747,Maria Elena,,Jamaica Plain,42.31685,-71.10867,Entire home/apt,102,3,224,2021-11-22,1.79,1,250,25,STR-414064
220676,Private room off the Freedom Trail.,1144302,Howard,,North End,42.36614,-71.05226,Private room,150,3,261,2021-11-15,2.10,1,0,10,STR-396046
257588,BOSTON LUXURY FOR LESS!! NEAR BCEC,1355344,Meri,,South Boston,42.33255,-71.04125,Entire home/apt,264,2,376,2021-11-27,3.28,1,232,38,STR-411297
315982,Beautiful Two BR & Two Bathroom Townhouse,119019,Hermina,,Dorchester,42.29871,-71.05954,Entire home/apt,149,1,114,2019-08-11,0.96,7,250,0,STR-457920
377474,Room in a Beautiful Victorian House/A,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,45,10,26,2021-12-15,0.23,7,362,1,STR-457920
400067,Private Room in Spacious Apartment1,1997048,ToRena,,Dorchester,42.30066,-71.08207,Private room,68,91,24,2019-10-07,0.23,4,363,0,
447826,"Sweet Little House in JP, Boston",2053557,Hilary,,Jamaica Plain,42.31658,-71.11012,Private room,71,3,336,2021-11-27,2.91,1,237,23,STR-459697
496022,"Private Floor, Private Bath, City Location",1956464,Maria,,Jamaica Plain,42.31062,-71.1176,Private room,173,91,16,2016-06-26,0.16,1,0,0,
507525,"Great location, sunny 1-bedroom!",2501324,Guy,,Bay Village,42.34914,-71.06781,Entire home/apt,65,180,9,2013-07-01,0.08,1,0,0,
526970,BACK BAY/COPLEY FIRST FLOOR ROOM,85770,Robert,,South End,42.34491,-71.07368,Private room,148,29,175,2019-10-31,1.51,4,89,0,STR-410426
530983,The Grand View Redline | 5BR 2BA | Victorian Home near Boston Medical and Mass General!,71783,Lance,,Dorchester,42.31368,-71.0612,Entire home/apt,179,30,67,2019-10-29,0.60,27,99,0,
533152,The Penthouse w/Central AC | 2BR 1BA w/En-Suite HdTV's! | Short walk to the Redline for UMass and Mass General!,71783,Lance,,Dorchester,42.32212,-71.06096,Entire home/apt,101,30,57,2021-06-27,0.61,27,305,1,
561769,The Sky View w/AC | 3BR 1BA w/En-Suite HdTV's | Short Walk to Redline for Mass General and Boston Medical!,71783,Lance,,Dorchester,42.31371,-71.06126,Entire home/apt,101,30,62,2021-05-16,0.55,27,259,2,
568234,Oasis in Boston's Hippest Neighborhood,2796082,Margaret,,Jamaica Plain,42.3036,-71.10539,Private room,121,29,291,2021-12-02,2.54,2,329,19,STR-454183
570493,"2 Bedrms, 2 Priv Bath&Priv Entrance",914630,Bill,,Dorchester,42.28834,-71.05505,Private room,200,3,98,2021-11-01,0.97,1,101,4,STR-416760
579605,The Mayhew w/Central AC! | 2BR 1BA w/En-Suite HdTV's | Short walk to the Redline for UMass and Mass General!,71783,Lance,,Dorchester,42.32212,-71.06095,Entire home/apt,101,30,55,2021-03-12,0.49,27,185,2,
583255,"Boston Beauty, Walk to C and B line",306407,Valery,,Brighton,42.34096,-71.14647,Entire home/apt,149,91,12,2017-07-05,0.11,1,0,0,
601763,"The Alameda 2 w/AC | 2BR 1BA w/En-Suite HdTV's | Short walk to train, shops and near Faulkner!",71783,Lance,,West Roxbury,42.29192,-71.15407,Entire home/apt,113,30,39,2021-08-14,0.68,27,162,1,
611081,Houseboat in Boston Harbor,3029783,Deborah,,Charlestown,42.37579,-71.04981,Entire home/apt,200,2,53,2021-11-28,0.83,3,350,15,STR-416892
619142,Getaway in Historic Charlestown,501427,Joe,,Charlestown,42.37828,-71.06411,Entire home/apt,175,91,168,2019-10-25,1.47,1,365,0,
646087,1 Bed in Charming Southie Townhouse near BCEC,3236611,Ingrid,,South Boston,42.33451,-71.04983,Private room,190,1,7,2019-06-13,0.10,1,173,0,STR-398090
708802,Boston / Charlestown Apartment,3648427,Gerard  And Marie,,Charlestown,42.37926,-71.06364,Entire home/apt,200,2,374,2020-01-31,3.35,1,103,0,STR-401905
743211,Unique Find: At Home in the City!,2796082,Margaret,,Jamaica Plain,42.30702,-71.11283,Entire home/apt,571,29,70,2020-10-05,0.66,2,339,0,STR-438964
743759,AVAILABLE NOW: Private room & shared bath,7969,Carolyn,,Roslindale,42.29239,-71.13193,Private room,25,91,5,2019-09-30,0.05,2,261,0,
750438,"Private room, 7 min to subway, verdant & peaceful",3945438,Lisa,,Jamaica Plain,42.30733,-71.11129,Private room,70,2,214,2021-11-01,2.06,1,32,12,STR-409264
753446,6 miles away from downtown Boston!,3962517,Sami,,Roslindale,42.28573,-71.12334,Private room,55,91,142,2019-07-27,1.86,1,365,0,STR-397984
766700,"Little Italy, Historic, Freedom Trail, TD Garden",3637081,Jason Or Jose,,North End,42.3657,-71.05618,Entire home/apt,117,1,551,2021-12-10,5.30,8,160,68,Exempt: This listing is a unit used for furnished institutional or business stays
801680,*Cool Space* BOSTONS BEST!!* Minutes to Center*,8229,Terry,,Roxbury,42.32795,-71.09412,Entire home/apt,209,3,59,2021-11-02,0.54,10,122,2,STR446651
815639,"Little Italy, Historic, Freedom Trail, TD Garden",3637081,Jason Or Jose,,North End,42.36695,-71.05601,Entire home/apt,106,1,647,2021-12-13,6.23,8,159,98,STR-445691
820073,"Modern Loft, 1700 SqFt. Location!",1911807,Kelly & Chris,,Downtown,42.3558,-71.06104,Entire home/apt,230,6,78,2020-03-03,0.74,2,0,0,STR-411359
826706,Private Room in Spacious Apartment3,1997048,ToRena,,Dorchester,42.29962,-71.08212,Private room,67,91,7,2015-09-29,0.07,4,358,0,
839265,Private Room in Spacious Apartment2,1997048,ToRena,,Dorchester,42.29961,-71.07781,Private room,70,91,26,2019-09-30,0.24,4,363,0,
863788,"Roof deck-city views. Walk everywhere! 2BR, 2 bath",775932,Andy & Daljit,,South End,42.3451,-71.0715,Entire home/apt,595,3,12,2021-10-12,0.11,1,41,4,STR-397937
891661,GORGEOUS WATER FRT NORTH END STUDIO,4737456,Paolo,,North End,42.3665,-71.05296,Entire home/apt,95,2,487,2021-12-07,4.57,1,71,62,STR-400168
894539,Private room in house,4762495,Jennifer,,Roslindale,42.29017,-71.13169,Private room,90,15,62,2021-07-20,0.62,1,334,3,STR-408484
916123,"Little Italy Historic, Freedom Trail, TD Garden",3637081,Jason Or Jose,,North End,42.36541,-71.05404,Entire home/apt,166,1,635,2021-12-10,6.03,8,162,84,STR-445691
973695,Perfect Central Location Sleeps 1-4,1760577,Claire,,Downtown,42.35888,-71.06032,Entire home/apt,257,91,60,2019-11-03,0.60,1,365,0,
989163,"The Dalton Apartment at The Upton, South End",5430185,Laura And Olivia,,South End,42.34308,-71.07316,Entire home/apt,214,1,62,2021-11-01,0.61,7,103,8,Exempt: This listing is a hotel or motel
1038465,HANCOCK TOWER/COPLEY ROOM,85770,Robert,,South End,42.34575,-71.07285,Private room,136,29,257,2020-01-03,2.43,4,89,0,STR-410426
1042420,"Easy access to Airport, Downtown, Seaport. Fenway",5715872,Charlotte,,East Boston,42.38497,-71.01827,Entire home/apt,174,2,87,2018-11-16,0.84,1,364,0,STR-413220
1055627,Spacious 1 bdrm in Beacon Hill,4299002,Lauren,,Downtown,42.36194,-71.06256,Entire home/apt,160,91,8,2018-09-09,0.08,2,0,0,
1071235,Cozy JP Studio-Great Location!,965697,Chris & Kristina,,Jamaica Plain,42.31653,-71.11049,Entire home/apt,94,2,327,2020-03-17,3.12,2,0,0,STR-409453
1077105,"Studio Apt. for Rent in South End,",5927277,J,,South End,42.34022,-71.075,Entire home/apt,176,91,0,,,1,0,0,
1092093,Duplex Penthouse in Longwood Area,26988,Anne,,Mission Hill,42.33287,-71.10191,Entire home/apt,110,91,32,2019-05-18,0.31,6,153,0,
1109224,4 bedroom Victorian Condo unit,1531239,Lita,,Jamaica Plain,42.32031,-71.1129,Entire home/apt,448,2,82,2021-12-05,0.81,1,285,6,STR-399217
1128894,Victorian charm in the city,6103425,Steve,,Dorchester,42.30347,-71.06409,Private room,38,91,194,2019-10-08,1.93,1,365,0,
1167987,Long-term Rental: Single Room/Sh Bath/No Cooking,7969,Carolyn,,Roslindale,42.2941,-71.13141,Private room,26,91,8,2019-04-13,0.08,2,231,0,
1252489,Beacon Hill 1-Bed,6824319,Samantha,,Beacon Hill,42.35977,-71.06774,Entire home/apt,207,91,65,2017-08-28,0.63,1,0,0,
1275498,"The Washington Apartment at The Upton, South End",5430185,Laura And Olivia,,South End,42.34294,-71.07304,Entire home/apt,170,1,65,2021-11-14,0.64,7,95,15,Exempt: This listing is a hotel or motel
1303261,Historic Beacon Hill,2120816,Larry,,Beacon Hill,42.35714,-71.06968,Entire home/apt,425,91,23,2018-10-25,0.23,1,359,0,
1321422,Barney's Master Bedroom T Downtown,6608084,CarneyFamily,,Dorchester,42.30907,-71.04674,Private room,41,1,580,2020-03-16,5.66,1,0,0,STR-396781
1374434,"Authentic Boston, cozy room",255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,65,28,41,2020-03-31,0.41,4,37,0,STR-415714
1374466,"Real Boston, off the beaten track",255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,67,29,39,2021-10-24,0.40,4,126,1,STR-415714
1403408,Big Boston room,255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,75,29,20,2021-10-31,0.20,4,138,1,STR-415714
1425973,Historic brick Victorian row house,1015632,Viktoria,,South End,42.34164,-71.07964,Private room,350,2,27,2021-10-29,0.27,1,71,2,STR-446784
1445064,Bright Sunlit bedroom near Spaulding/Downtown,4724006,Rosalia,,Charlestown,42.38017,-71.06236,Private room,45,29,109,2021-12-04,1.08,1,146,4,C0149490351
1454258,Inviting Queen Anne Victorian,7799789,Bruce,,Dorchester,42.30835,-71.04654,Private room,80,29,311,2019-11-05,3.06,3,365,0,STR-415377
1510876,Room with Sleeper Sofa Bed,7799789,Bruce,,Dorchester,42.30818,-71.04784,Private room,60,29,45,2019-08-09,0.44,3,365,0,STR-415377
1541166,Beautiful Studio 15 min to Downtown,552418,Vanya,,Charlestown,42.38324,-71.07852,Entire home/apt,109,2,42,2021-10-26,0.42,1,5,3,STR-447717
1544144,Charming Historic Home in Charlestown,7353037,Nancy And Tom,,Charlestown,42.37243,-71.06349,Entire home/apt,350,3,29,2021-11-02,0.74,1,150,16,STR-398614
1545185,Large 1 Bed Apt w/ Full Kitchen & Bath + Parking!,697401,Nick,,Brighton,42.34873,-71.15693,Entire home/apt,113,1,162,2021-12-13,1.62,3,155,37,STR-383211
1551205,2 bed/2 bath in the heart of Boston,8261931,Hamed,,Fenway,42.34175,-71.08359,Entire home/apt,415,91,43,2016-10-21,0.43,1,365,0,
1596470,4-story Central Luxury (message for short stays),480310,Michael,,Bay Village,42.34988,-71.06918,Entire home/apt,209,29,141,2021-05-02,1.41,1,87,2,
1596664,"Fort Hill Top - 2Bk Private room,  brick townhouse",8513158,Kevin,,Roxbury,42.3256,-71.09413,Private room,49,30,23,2021-08-14,0.51,5,55,3,STR-383293
1644031,Large Private Bedroom & Bathroom by the Seaport,79583794,Joshua,,South Boston,42.33835,-71.0472,Private room,100,1,307,2021-11-05,4.34,1,111,47,STR-401177
1668313,Room in Rozzie-Twin Bed-Full Bath,8834105,Rebecca,,Roslindale,42.28132,-71.13377,Private room,58,29,37,2020-07-01,0.37,2,0,0,
1677807,"Sunny, welcoming 2 - bedroom condo in Boston",4192881,Julia,,Brighton,42.35103,-71.17252,Entire home/apt,100,3,47,2020-03-08,0.47,1,157,0,STR-410175
1682936,Charming 2 level Apartment,8898973,Adriana & Gianni,,Roxbury,42.32382,-71.09641,Entire home/apt,120,30,233,2021-10-22,2.45,2,352,1,Exempt: This listing is a unit used for furnished institutional or business stays
1692573,Urban oasis trendy JP 'hood - suite,8814724,Kelly,,Jamaica Plain,42.31293,-71.11527,Entire home/apt,155,2,231,2021-10-27,2.33,1,284,18,STR-447499
1721016,Quiet Sunlit Attic Studio,7723912,Fj,,Roslindale,42.28639,-71.13199,Entire home/apt,79,30,7,2017-08-05,0.08,2,339,0,
1724900,Charming sunlit house in Boston,7723912,Fj,,Roslindale,42.28447,-71.13301,Entire home/apt,180,29,44,2020-11-30,0.44,2,229,0,
1732804,king sized bed/ Private room in a spacious condo,9090219,Thomas,,Dorchester,42.29009,-71.05762,Private room,45,1,137,2021-12-05,1.37,1,256,11,STR-398497
1810172,Room for 2 in Rozzie - Full Bath,8834105,Rebecca,,Roslindale,42.28127,-71.13304,Private room,69,29,40,2021-08-03,0.40,2,212,2,
1810397,3Bed/2.5Bath Luxury Triplex South End's Union Park,9485021,Stacy,,South End,42.34279,-71.0711,Entire home/apt,890,29,44,2021-10-13,0.48,1,231,2,STR-406406
1815326,Back Bay Elegance in Brighton,9508341,Phyllis,,Brighton,42.3569,-71.1624,Private room,99,29,303,2021-11-04,3.31,1,184,1,STR-405968
1819994,"RIVERVIEWS-Walk Everywhere! Central, Safe LOCATION",9529655,Suzanne,,Fenway,42.34981,-71.09476,Entire home/apt,265,91,2,2018-05-24,0.03,4,273,0,
1821633,Queen Size Four Poster Bed,7799789,Bruce,,Dorchester,42.30837,-71.0461,Private room,100,29,211,2020-03-07,2.13,3,365,0,STR-415377
1881298,Private Apartment- Minutes from T!,1920539,Caitlin & Dan,,Jamaica Plain,42.29867,-71.1131,Entire home/apt,148,1,584,2021-10-31,5.92,1,282,46,STR-396736
1886037,Beautiful Penthouse in Beacon Hill,1587128,Daniel,,Beacon Hill,42.35985,-71.0717,Entire home/apt,239,91,1,2015-07-24,0.01,1,0,0,
1956275,"Beautiful 3 bd- 1.5 bath with parking, in Boston.",9622924,Emmanuel,,Jamaica Plain,42.3079,-71.12378,Entire home/apt,1299,91,105,2019-05-20,1.09,1,0,0,
2000797,"Sea view,balcony,15min by metro to center,safe st",9898255,Jessica,,Dorchester,42.31465,-71.0624,Private room,95,2,150,2021-11-14,1.65,5,356,7,STR-443035
2014651,One Private Bedroom in J.P.,2155838,Molly,,Jamaica Plain,42.30593,-71.10733,Private room,120,91,38,2019-09-02,0.39,1,365,0,
2014882,1 bedroom and private bathroom,1521296,Yossi,,Brighton,42.34245,-71.15758,Private room,67,3,236,2021-12-12,2.59,1,64,12,STR-415415
2021483,Spacious Updated 2 Bed Boston Condo w/ Deck,10197317,Shannon,,South Boston,42.3358,-71.04948,Entire home/apt,650,1,8,2020-03-01,0.12,3,87,0,STR-383155
2021489,Spacious Updated Boston Room/Condo,10197317,Shannon,,South Boston,42.33375,-71.04767,Private room,220,29,85,2019-09-25,1.23,3,353,0,STR-383155
2108738,Back Bay Studio,10750832,Tom,,Back Bay,42.3504,-71.08891,Entire home/apt,70,91,34,2016-08-14,0.35,1,0,0,
2126053,"Studio, w kitchenette, in owner's Beacon Hill home",10844648,Janet,,Beacon Hill,42.35771,-71.06978,Entire home/apt,165,29,111,2021-12-01,1.19,1,91,5,STR-395757
2141306,Modern 2Bd1BA in Downtown Boston,5355690,Kyle,,Downtown,42.3559,-71.05998,Entire home/apt,300,91,7,2017-06-18,0.07,1,0,0,
2183058,Historic Boston North End Condo,11132080,Cindy & Mark,,North End,42.36446,-71.05429,Entire home/apt,195,91,169,2019-12-16,1.79,1,339,0,
2215762,"The Clare Suite at The Upton, South End",5430185,Laura And Olivia,,South End,42.34303,-71.07305,Entire home/apt,210,3,44,2021-10-19,0.47,7,11,13,Exempt: This listing is a hotel or motel
2292495,furnished 1 bed apartment copley #5,9653086,Glenn,,South End,42.34125,-71.07604,Entire home/apt,175,33,73,2021-05-31,0.83,6,315,2,
2372987,Modern South End Pied a Terre | 1BR 1BA,814298,Thatch,,South End,42.33662,-71.0753,Entire home/apt,200,28,88,2020-03-29,0.92,67,215,0,STR-416007
2378421,Light-filled Private Suite on Beautiful Street,12150111,A And L,,Jamaica Plain,42.31146,-71.11947,Entire home/apt,144,2,148,2021-12-13,1.59,2,158,17,STR-413453
2395326,* Brownstone Classic South End,12230539,Tim,,South End,42.34568,-71.07169,Entire home/apt,119,29,408,2020-09-20,4.30,1,0,0,STR-416118
2402963,1 BR Condo in a PRIME location with FULL amenities,12281296,Patrick,,South End,42.34506,-71.06159,Entire home/apt,139,91,0,,,1,207,0,
2410846,Sunny Beacon Hill summer rental,3137257,Elyne,,Downtown,42.35702,-71.06168,Entire home/apt,100,91,36,2020-11-25,0.39,1,214,0,
2444202,Beacon Hill apartment - 1 bedroom + office,51637,Susan,,Beacon Hill,42.3596,-71.06555,Entire home/apt,65,91,0,,,2,0,0,
2495047,"The Tremont Apartment at The Upton, South End",5430185,Laura And Olivia,,South End,42.34309,-71.07316,Entire home/apt,189,2,39,2021-10-24,0.44,7,13,9,Exempt: This listing is a hotel or motel
2526773,Charming comfort 1 BR / Studio,12165186,Masha,,Brighton,42.34272,-71.15672,Entire home/apt,52,91,16,2021-07-03,0.18,2,231,1,
2583074,Cozy room in a charming villa.,13226301,Mohamed,,Roslindale,42.27909,-71.13597,Private room,40,28,41,2020-10-20,0.46,4,138,0,STR-398232
2658094,"Beautiful Boston North End spacious Light 2Bd, 1BA-2D",5578043,Dror,,North End,42.36597,-71.05271,Entire home/apt,119,31,145,2020-11-09,1.58,4,250,0,
2672058,"Modern loft, walk to subway",13565868,Christie,,Allston,42.35429,-71.13251,Private room,85,91,12,2016-09-09,0.13,1,0,0,
2701124,Charlesview Suites Back Bay,13822322,Varouj,,Back Bay,42.34492,-71.08482,Entire home/apt,280,29,78,2020-10-17,0.88,1,365,0,STR-416239
2723274,Lofty Modern 2BD Apt 800 sq ft,8790904,Albert,,Bay Village,42.34868,-71.07043,Entire home/apt,200,29,26,2019-10-27,0.28,1,0,0,STR-398102
2737853,South End Chic,14008862,Mariel,,South End,42.34278,-71.07005,Entire home/apt,160,91,5,2015-07-06,0.05,1,0,0,
2754975,Perfect Location to Explore Boston,6885890,Jonathan,,Beacon Hill,42.35902,-71.06296,Entire home/apt,150,365,100,2019-08-21,1.10,1,107,0,
2843445,"""Tranquility"" on ""Top of the Hill""",3164508,Marilyn,,Roslindale,42.28278,-71.13878,Private room,85,91,75,2017-12-31,0.81,2,365,0,STR-398654
2846739,SECOND FLOOR PARLOR ROOM,85770,Robert,,South End,42.34514,-71.07302,Private room,140,29,177,2019-10-31,1.90,4,89,0,STR-410426
2864688,Beautiful 3 bedroom 2 bath apt in Charlestown,887148,Dawn,,Charlestown,42.38148,-71.06967,Private room,595,5,0,,,3,365,0,Exempt: This listing is a unit that has contracts with hospitals
2886933,BEAUTIFUL SINGLE FAMILY VICTORIAN in Hyde Park!,13776857,Katy,,Hyde Park,42.26043,-71.11766,Entire home/apt,249,2,100,2021-11-28,1.09,1,7,7,STR-429200
2892825,Luxury Sunny Hill Garden Townhouse Suite 1,14785487,Aihua,,Roxbury,42.31018,-71.08543,Entire home/apt,450,31,14,2019-08-31,0.17,5,364,0,300192297
2963419,Garden Oasis #1,15123694,Lucia,,Jamaica Plain,42.31893,-71.11701,Private room,95,91,27,2019-06-27,0.29,1,0,0,
3164650,1bd APT 20min from Downtown Boston,16052189,Jonathan,,Hyde Park,42.23533,-71.13256,Entire home/apt,89,91,33,2021-03-02,0.37,5,243,1,
3193484,Very Short Walk to the Red Line!,16186589,Marie,,Dorchester,42.28814,-71.06889,Private room,45,30,7,2019-09-15,0.09,26,364,0,
3229255,1bd Boston apt - Convenient & quiet,16343599,Ella & Will,,Roslindale,42.28657,-71.13236,Entire home/apt,149,6,119,2021-07-24,1.32,1,21,2,STR-399016
3294152,"Garden Suite near subway, beach",9898255,Jessica,,Dorchester,42.31281,-71.06098,Entire home/apt,123,2,209,2021-10-16,2.30,5,289,7,STR-443035
3302294,Back Bay Quiet Renovated Studio Apt,1369968,Christopher,,Back Bay,42.35311,-71.08213,Entire home/apt,119,29,252,2019-08-30,2.76,2,163,0,
3325306,Quiet Southie 2bd Near the Beach and Broadway,10849730,Kara,,South Boston,42.33306,-71.03291,Entire home/apt,107,29,23,2021-03-08,0.25,1,353,2,STR-413417
3342094,Treetop Paradise by Jamaica Pond,1922657,Catherine,,Jamaica Plain,42.31632,-71.11417,Entire home/apt,139,91,15,2017-05-24,0.17,3,365,0,
3343428,Brownstone Bedroom Park & Garden Views by LMA & T,11228809,Jonathan,,Roxbury,42.32811,-71.09157,Private room,75,2,255,2021-12-06,3.51,6,87,17,STR-443395
3344322,"Eagle Sea view,15min metro ride to center,safe st!",9898255,Jessica,,Dorchester,42.31311,-71.06232,Private room,70,2,105,2021-11-28,1.16,5,354,12,STR-443035
3414993,Gorgeous Condo w Huge Patio Back Bay Boston Common,7849580,Ann-Marie,,Downtown,42.35065,-71.0666,Entire home/apt,350,91,0,,,1,0,0,
3441982,New Stylish Modern Studio,13819661,Jen,,Roxbury,42.31907,-71.09252,Entire home/apt,80,20,122,2021-09-24,3.12,1,53,3,STR-396299
3457722,"Sunlit w/ huge kitchen, parking & easy to downtown",6209951,Jeff And Rachel,,Brighton,42.35564,-71.15746,Entire home/apt,205,4,49,2021-07-10,0.55,1,0,1,str-396130
3463914,4th of July Dream Spot!,17452489,Nathaniel,,Back Bay,42.351,-71.08899,Entire home/apt,248,91,27,2016-07-17,0.30,1,0,0,
3520353,Luxury Beacon Hill Apartment 1-BR,6508758,Xerxes,,Beacon Hill,42.35884,-71.06332,Entire home/apt,288,91,252,2021-07-11,2.80,1,257,1,
3521944,"Beautiful, Quiet, and Safe!",17735272,David,,West Roxbury,42.29742,-71.157,Entire home/apt,119,91,4,2014-09-14,0.04,1,0,0,
3539510,The Roseclair w/Central AC! | 3BR 1BA w/En-Suite HdTV's | 2nd Floor near UMass Boston Redline T station!,71783,Lance,,Dorchester,42.32213,-71.06094,Entire home/apt,119,30,31,2019-06-13,0.36,27,291,0,
3544343,Beacon Hill!! Feet Fom State House,17843002,Christian,,Downtown,42.35844,-71.06153,Entire home/apt,100,91,0,,,1,0,0,
3575220,The Artist room in beautiful villa.,13226301,Mohamed,,Roslindale,42.28037,-71.13669,Private room,50,28,32,2021-12-08,0.36,4,232,9,STR-398232
3602379,"Modern, Spacious 1BR for 4 - Easy Marathon Access!",18150109,Alex,,Roxbury,42.32843,-71.09369,Entire home/apt,167,91,254,2019-11-16,2.90,4,358,0,
3605045,Immaculate space with off street parking!,18165984,Stacey,,Dorchester,42.28512,-71.07672,Shared room,110,91,5,2019-05-19,0.06,1,364,0,STR-460055
3656168,Parking Close 2 Downtown Renovated,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,38,150,6,2018-12-17,0.08,31,365,0,
3664031,2 bedroom condo in Downtown Boston,2006852,Jay,,North End,42.3636,-71.05367,Entire home/apt,225,31,50,2017-05-21,0.56,7,113,0,
3705824,Small Rm +walk-in closet Easy to Longwood/Downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,33,150,0,,,31,365,0,
3749523,Grand Colonial in Historic Boston.,3842205,Nicolo,,Charlestown,42.37358,-71.06309,Entire home/apt,160,32,277,2021-04-22,3.09,1,244,1,
3874798,2 Bedroom Modern City Condo,19992621,Marci,,South Boston,42.33526,-71.05216,Entire home/apt,414,3,8,2021-11-03,0.09,1,43,2,STR-457705
3890373,Beacon Hill Fabulous One Bedroom Apartment,19357187,Paul,,Beacon Hill,42.35792,-71.06432,Entire home/apt,125,29,242,2021-11-05,2.73,1,113,5,
